,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
5391,chocolate,chocolate marshmallow,other vegetables,pip fruit,pork,shopping bags,tropical fruit,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,
5392,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,pip fruit,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,margarine,meat,oil,pork,seasonal products,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,brown bread,frozen vegetables,pip fruit,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,baking powder,frozen potato products,margarine,mayonnaise,other vegetables,pastry,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
5397,domestic eggs,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,bottled water,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,beef,butter,condensed milk,curd,detergent,pip fruit,white bread,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
5402,bottled water,newspapers,tropical fruit,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,bottled beer,brown bread,misc. beverages,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,canned beer,other vegetables,rolls/buns,sausage,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,bottled water,domestic eggs,potted plants,rolls/buns,sliced cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,cream cheese,frozen fish,other vegetables,pastry,pork,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
5408,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5409,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,bottled beer,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,frozen vegetables,ham,pastry,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,jam,margarine,other vegetables,salty snack,shopping bags,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5414,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5416,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5417,bottled water,curd,kitchen towels,newspapers,other vegetables,pip fruit,root vegetables,salty snack,tea,tropical fruit,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,
5418,beverages,newspapers,salty snack,soda,specialty bar,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
5419,canned beer,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5420,canned beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5422,butter milk,chocolate,frankfurter,grapes,hamburger meat,mayonnaise,other vegetables,roll products,salty snack,sauces,waffles,whipped/sour cream,white bread,whole milk,,,,,,,,,,,,,,,,,,
5423,bottled water,curd,onions,other vegetables,root vegetables,soda,spread cheese,tropical fruit,whipped/sour cream,white bread,,,,,,,,,,,,,,,,,,,,,,
5424,baking powder,bathroom cleaner,butter,cream cheese,liver loaf,long life bakery product,margarine,other vegetables,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,,
5425,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,baking powder,cream cheese,long life bakery product,other vegetables,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,brown bread,chocolate,frankfurter,organic sausage,sausage,waffles,white bread,,,,,,,,,,,,,,,,,,,,,,,,,
5428,citrus fruit,curd,newspapers,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,curd,margarine,oil,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,UHT-milk,berries,bottled water,butter,root vegetables,soda,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,
5431,beef,detergent,fruit/vegetable juice,newspapers,root vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,fruit/vegetable juice,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,frankfurter,pastry,root vegetables,sausage,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,beef,bottled water,citrus fruit,newspapers,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,beef,flour,pastry,pickled vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,cream cheese,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,bottled water,mayonnaise,pastry,pickled vegetables,rolls/buns,sausage,shopping bags,spread cheese,whole milk,,,,,,,,,,,,,,,,,,,,,,,
5441,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,frozen dessert,fruit/vegetable juice,napkins,pastry,rolls/buns,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
5443,newspapers,pastry,pork,sugar,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,Instant food products,bottled water,margarine,rolls/buns,root vegetables,sugar,tropical fruit,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,
5445,bottled water,chocolate,long life bakery product,margarine,red/blush wine,rolls/buns,rum,waffles,,,,,,,,,,,,,,,,,,,,,,,,
5446,hamburger meat,misc. beverages,red/blush wine,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,pastry,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,bottled beer,bottled water,newspapers,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5450,cat food,sugar,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,mustard,rolls/buns,root vegetables,sausage,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5452,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5453,beef,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5454,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5455,baking powder,beef,cream cheese,domestic eggs,frankfurter,other vegetables,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
5456,chewing gum,coffee,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5457,dish cleaner,hard cheese,pickled vegetables,pork,rolls/buns,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,
5458,bottled water,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5459,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5460,pork,sausage,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,chocolate,cream cheese,other vegetables,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5463,bottled water,canned beer,chewing gum,newspapers,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
5464,beverages,chicken,dessert,dish cleaner,hamburger meat,herbs,oil,soda,,,,,,,,,,,,,,,,,,,,,,,,
5465,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5466,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,bottled water,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,brown bread,frankfurter,pork,potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,baking powder,beef,berries,cling film/bags,hamburger meat,napkins,other vegetables,pip fruit,rolls/buns,semi-finished bread,white wine,,,,,,,,,,,,,,,,,,,,,
5470,berries,chewing gum,rolls/buns,sausage,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,bottled beer,butter,cat food,cereals,chocolate,fruit/vegetable juice,ham,margarine,napkins,potato products,processed cheese,rice,rolls/buns,sausage,tropical fruit,whole milk,,,,,,,,,,,,,,,,
5472,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5473,UHT-milk,brown bread,cream cheese,dessert,frozen vegetables,other vegetables,pastry,rolls/buns,sausage,specialty bar,yogurt,,,,,,,,,,,,,,,,,,,,,
5474,UHT-milk,citrus fruit,dessert,frozen fish,frozen vegetables,spices,waffles,yogurt,zwieback,,,,,,,,,,,,,,,,,,,,,,,
5475,frozen fish,ham,margarine,mustard,rolls/buns,sausage,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,
5476,brown bread,ice cream,newspapers,other vegetables,pastry,soda,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,
5477,rolls/buns,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,dishes,flower (seeds),other vegetables,rolls/buns,skin care,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480,detergent,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,UHT-milk,candy,canned vegetables,citrus fruit,dessert,domestic eggs,fruit/vegetable juice,hard cheese,mayonnaise,packaged fruit/vegetables,pip fruit,root vegetables,spices,tropical fruit,yogurt,,,,,,,,,,,,,,,,,
5482,beef,bottled beer,brown bread,butter,herbs,long life bakery product,other vegetables,potted plants,rolls/buns,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,
5483,brown bread,light bulbs,newspapers,other vegetables,packaged fruit/vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5486,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,berries,brown bread,butter,butter milk,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,margarine,pastry,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,chicken,domestic eggs,house keeping products,other vegetables,rolls/buns,sausage,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
5491,bottled water,fruit/vegetable juice,hard cheese,root vegetables,sauces,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5492,cat food,dish cleaner,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,beef,bottled water,chicken,detergent,newspapers,other vegetables,pickled vegetables,soft cheese,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,
5494,UHT-milk,bottled water,soda,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
5495,beverages,bottled water,butter milk,chewing gum,fruit/vegetable juice,napkins,newspapers,salty snack,shopping bags,tropical fruit,,,,,,,,,,,,,,,,,,,,,,
5496,rolls/buns,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5497,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5498,beef,bottled beer,detergent,pip fruit,root vegetables,soft cheese,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
5499,bottled beer,brown bread,flower (seeds),hamburger meat,pastry,root vegetables,specialty chocolate,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
5500,brown bread,house keeping products,ice cream,newspapers,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,frozen vegetables,newspapers,pip fruit,rolls/buns,root vegetables,semi-finished bread,soda,white wine,,,,,,,,,,,,,,,,,,,,,,,,
5503,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5504,butter,candy,fruit/vegetable juice,hard cheese,ketchup,napkins,other vegetables,root vegetables,tropical fruit,turkey,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
5505,bottled beer,bottled water,margarine,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506,sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,beef,bottled beer,flower (seeds),margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,brown bread,chocolate,newspapers,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,baking powder,chocolate,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,bottled water,frozen vegetables,pip fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,meat,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,frozen fish,hamburger meat,ice cream,kitchen towels,salty snack,sauces,tidbits,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
5513,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,brown bread,root vegetables,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,other vegetables,pickled vegetables,shopping bags,soda,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,bottled water,citrus fruit,frozen vegetables,other vegetables,pip fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,bottled beer,bottled water,coffee,frankfurter,frozen vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
5520,beef,cat food,ham,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,bottled beer,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,bottled beer,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,beef,frozen vegetables,herbs,other vegetables,pork,rice,rolls/buns,soft cheese,turkey,,,,,,,,,,,,,,,,,,,,,,,
5525,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526,UHT-milk,brown bread,butter milk,citrus fruit,curd,frozen meals,fruit/vegetable juice,hygiene articles,other vegetables,pip fruit,semi-finished bread,spices,tropical fruit,,,,,,,,,,,,,,,,,,,
5527,grapes,other vegetables,sugar,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,butter,candy,detergent,domestic eggs,other vegetables,seasonal products,waffles,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
5529,flour,long life bakery product,other vegetables,root vegetables,shopping bags,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,
5530,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,beverages,chocolate,chocolate marshmallow,domestic eggs,long life bakery product,napkins,pastry,rolls/buns,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,
5534,beef,chicken,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5535,bottled beer,bottled water,potted plants,soda,tropical fruit,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,chocolate,newspapers,sauces,sweet spreads,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,hard cheese,newspapers,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,bottled beer,margarine,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,butter,domestic eggs,margarine,newspapers,pork,ready soups,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
5540,Instant food products,UHT-milk,dental care,dish cleaner,frankfurter,hamburger meat,ketchup,mayonnaise,mustard,pastry,rolls/buns,shopping bags,soda,,,,,,,,,,,,,,,,,,,
5541,chicken,frozen meals,frozen vegetables,ham,ice cream,newspapers,onions,other vegetables,root vegetables,sliced cheese,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,
5542,candy,chocolate,coffee,cream cheese,make up remover,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,brown bread,frozen potato products,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,candy,chocolate,citrus fruit,coffee,flower (seeds),liquor,other vegetables,root vegetables,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,
5548,bottled water,chicken,chocolate,chocolate marshmallow,detergent,flour,frankfurter,frozen vegetables,margarine,napkins,pickled vegetables,pip fruit,pork,semi-finished bread,soda,tropical fruit,vinegar,waffles,whipped/sour cream,yogurt,zwieback,,,,,,,,,,,
5549,margarine,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,chicken,dessert,newspapers,other vegetables,pastry,root vegetables,tropical fruit,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
5551,fruit/vegetable juice,other vegetables,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,brown bread,butter milk,canned fish,citrus fruit,frankfurter,other vegetables,pickled vegetables,rolls/buns,tea,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,
5553,frozen meals,frozen potato products,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,cream cheese,curd,curd cheese,frozen fish,onions,rolls/buns,root vegetables,soft cheese,waffles,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,
5555,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,curd,fish,pastry,processed cheese,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,frozen fish,pickled vegetables,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,beef,cat food,cream cheese,napkins,other vegetables,root vegetables,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
5559,domestic eggs,pork,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,artif. sweetener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,curd cheese,frankfurter,frozen fish,fruit/vegetable juice,ham,margarine,tropical fruit,yogurt,zwieback,,,,,,,,,,,,,,,,,,,,,,,
5562,canned beer,canned fish,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5563,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,mayonnaise,rolls/buns,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5565,fruit/vegetable juice,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,canned beer,sausage,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,candles,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,bottled beer,detergent,frankfurter,margarine,potted plants,white bread,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
5569,UHT-milk,coffee,frankfurter,hard cheese,meat,napkins,waffles,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,
5570,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,bottled beer,bottled water,oil,pasta,pip fruit,salt,sausage,soda,sugar,white bread,whole milk,,,,,,,,,,,,,,,,,,,,,
5572,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,citrus fruit,domestic eggs,jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,canned beer,condensed milk,fruit/vegetable juice,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,baking powder,cream cheese,finished products,house keeping products,long life bakery product,other vegetables,pork,potted plants,sausage,tropical fruit,whipped/sour cream,white bread,whole milk,yogurt,,,,,,,,,,,,,,,,,,
5577,brown bread,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,bottled water,butter,candles,coffee,seasonal products,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,brown bread,frankfurter,rolls/buns,sausage,shopping bags,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,domestic eggs,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,beverages,rolls/buns,root vegetables,sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,female sanitary products,hygiene articles,other vegetables,rolls/buns,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,pork,semi-finished bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,curd,frozen vegetables,other vegetables,roll products,salty snack,seasonal products,semi-finished bread,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,
5585,citrus fruit,frankfurter,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,beef,brown bread,frozen vegetables,misc. beverages,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,candy,canned beer,coffee,liquor (appetizer),newspapers,oil,pork,salad dressing,sauces,soda,,,,,,,,,,,,,,,,,,,,,,
5588,long life bakery product,misc. beverages,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,UHT-milk,candy,condensed milk,frozen fish,pip fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,sausage,skin care,soda,specialty cheese,tropical fruit,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
5592,bottled water,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,chicken,detergent,domestic eggs,grapes,newspapers,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
5594,butter,candles,chicken,frozen vegetables,long life bakery product,other vegetables,pip fruit,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,
5595,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,bottled water,napkins,pork,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,brown bread,butter,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,chocolate,detergent,house keeping products,ketchup,long life bakery product,misc. beverages,mustard,napkins,oil,pastry,pip fruit,processed cheese,sausage,semi-finished bread,soda,soft cheese,specialty chocolate,tropical fruit,waffles,white bread,whole milk,,,,,,,,,,,
5602,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,cling film/bags,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,beef,margarine,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,baking powder,curd,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,chewing gum,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,bottled water,potted plants,sausage,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,sausage,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,abrasive cleaner,bottled beer,butter,canned fish,canned vegetables,chocolate,cream cheese,dessert,domestic eggs,hygiene articles,instant coffee,ketchup,misc. beverages,mustard,oil,onions,pasta,pickled vegetables,pip fruit,root vegetables,salt,sausage,soft cheese,specialty cheese,tea,vinegar,white wine,whole milk,,,,
5611,bottled water,butter,coffee,grapes,misc. beverages,potted plants,rolls/buns,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,
5612,cream cheese,frankfurter,specialty chocolate,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5613,berries,bottled water,other vegetables,seasonal products,waffles,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
5614,citrus fruit,other vegetables,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,curd,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,brown bread,chocolate,dog food,hygiene articles,potted plants,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,canned beer,liquor,rolls/buns,shopping bags,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5620,bottled beer,house keeping products,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,citrus fruit,other vegetables,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,UHT-milk,baking powder,beef,dog food,frozen vegetables,other vegetables,pork,rice,root vegetables,soda,whole milk,,,,,,,,,,,,,,,,,,,,,
5623,beef,newspapers,other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624,brown bread,meat,other vegetables,pip fruit,roll products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,butter,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,bottled water,curd cheese,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,UHT-milk,bottled beer,bottled water,citrus fruit,fruit/vegetable juice,instant coffee,newspapers,onions,salty snack,soda,specialty fat,tropical fruit,,,,,,,,,,,,,,,,,,,,
5629,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,bottled water,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,chicken,frozen dessert,frozen meals,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,citrus fruit,curd,other vegetables,rolls/buns,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,brown bread,chicken,chocolate marshmallow,domestic eggs,herbs,margarine,other vegetables,rolls/buns,sausage,sliced cheese,soda,waffles,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,
5635,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
